2.3000002	2.3000002	2.3000002	2.3000002	2.3	2.3	2.3
0.9200001	5.1600003	5.1600003	0.9200001	0.92	0.98	5.1600003
2.124	11.452002	2.064	2.124	2.064	2.256	11.452001
4.7728004	4.5808005	4.6407995	4.7728004	4.5808	5.0632	4.5808
10.600161	1.8323202	1.8563197	10.600161	10.11776	11.23904	1.83232
23.420353	4.1311045	0.74252784	23.420353	22.299074	24.825891	4.047104
51.62478	9.18843	0.2970111	51.62478	49.097965	54.71696	8.919629
20.64991	20.314547	0.7534244	20.64991	19.639183	27.50578	19.639183
45.529804	44.792004	1.7575337	45.529804	43.222202	60.61271	43.222202
100.26557	98.64241	3.9665742	100.26557	95.10486	133.44797	95.10486
40.106228	39.456963	1.5866296	40.106228	38.04194	80.76713	38.04194
88.3337	86.90532	3.5905852	88.3337	83.69866	177.78769	83.69866
35.333477	191.2917	1.436234	35.333477	33.479465	131.42854	184.14348
77.83365	420.94177	3.2597148	77.83365	73.65739	289.2428	405.12207
171.33403	926.17194	7.271373	171.33403	162.04881	636.4342	891.2749
68.53361	370.46875	16.097021	68.53361	64.81952	546.68286	356.50995
150.87393	815.1313	35.513447	150.87393	142.60397	1202.8024	784.32446
332.02264	1793.3889	78.22958	332.02264	313.72977	2646.2651	1725.5164
730.5498	3945.556	31.291832	730.5498	690.20654	5821.884	3796.1387
292.2199	8680.323	68.94203	292.2199	276.08258	5439.6147	8351.508
642.9838	19096.812	27.576813	642.9838	607.3821	11967.254	18373.32
257.1935	42013.086	11.030724	257.1935	242.95284	11630.857	40421.305
102.877396	16805.232	24.367592	102.877396	97.18113	11496.299	16168.521
226.43027	36971.61	9.747036	226.43027	213.79855	25291.957	35570.75
498.2466	14788.643	21.54348	498.2466	470.35687	55642.406	14228.3
1096.2426	5915.457	47.49566	1096.2426	1034.7853	122413.4	5691.3193
2411.8335	13014.105	104.590454	2411.8335	2276.5276	269309.6	12520.903
5306.134	28631.133	230.199	5306.134	5008.361	592481.25	27545.988
11673.595	62988.594	506.53784	11673.595	11018.395	1303458.8	60601.176
25682.008	25195.438	1114.4833	25682.008	24240.469	2867609.5	24240.469
56500.516	10078.175	445.79327	56500.516	53329.035	6308741.0	9696.187
124301.24	4031.2695	178.31729	124301.24	117323.88	1.387923E7	3878.4746
273462.84	1612.5078	392.39807	273462.84	258112.55	3.0534306E7	1551.3896
601618.4	3547.6172	863.3758	601618.4	567847.56	6.7175472E7	3413.0574
240647.34	7804.858	1899.5269	240647.34	227139.02	6.6860976E7	7508.7266
96258.94	17170.787	4179.0596	96258.94	90855.6	6.6735176E7	16519.2
38503.574	6868.3145	9194.031	38503.574	36342.234	6.6684856E7	6607.6787
84707.97	15110.392	20226.969	84707.97	79952.92	1.46706688E8	14536.894
33883.184	33242.96	44499.43	33883.184	31981.166	1.466624E8	31981.166
74543.11	73134.62	97898.84	74543.11	70358.57	3.22657312E8	70358.57
163994.94	160896.27	39159.535	163994.94	154788.84	7.0984608E8	154788.84
360788.97	353971.88	86151.08	360788.97	340535.47	1.56166144E9	340535.47
793735.9	778738.25	34460.43	793735.9	749178.06	3.43565517E9	749178.06
1746219.0	311495.28	75813.05	1746219.0	1648191.8	7.5584415E9	299671.22
3841682.0	685289.75	166788.81	3841682.0	3626022.0	1.66285722E10	659276.75
1536672.8	274115.88	366935.5	1536672.8	1450408.8	1.66265631E10	263710.66
3380680.2	109646.34	807258.25	3380680.2	3190899.5	3.6578439E10	105484.266
7437497.0	241222.06	1775968.2	7437497.0	7019979.5	8.0472572E10	232065.39
1.6362494E7	96488.81	3907130.2	1.6362494E7	1.5443954E7	1.77039655E11	92826.15
3.5997488E7	38595.523	1562852.0	3.5997488E7	3.39767E7	3.89487264E11	37130.453
7.919448E7	84910.25	625140.75	7.919448E7	7.4748744E7	8.5687199E11	81687.01
3.1677792E7	186802.66	1375309.8	3.1677792E7	2.9899492E7	8.5683057E11	179711.42
1.2671116E7	410965.94	3025681.5	1.2671116E7	1.1959797E7	8.5681399E11	395365.12
2.7876456E7	164386.36	1210272.5	2.7876456E7	2.6311556E7	1.88499087E12	158146.03
6.1328204E7	361650.1	2662599.5	6.1328204E7	5.7885424E7	4.14697993E12	347921.3
1.34922048E8	795630.3	5857719.0	1.34922048E8	1.27347928E8	9.1233567E12	765426.9
2.96828512E8	1750386.9	1.2886982E7	2.96828512E8	2.80165472E8	2.00713846E13	1683939.1
6.5302272E8	3850851.0	2.835136E7	6.5302272E8	6.1636403E8	4.415705E13	3704666.2
1.43664998E9	8471872.0	1.1340544E7	1.43664998E9	1.35600077E9	9.7145508E13	8150266.0
5.7465997E8	1.863812E7	4536217.5	5.7465997E8	5.4240026E8	9.7144761E13	1.7930584E7
2.29863968E8	4.1003864E7	9979678.0	2.29863968E8	2.16960096E8	9.7144459E13	3.9447288E7
5.05700736E8	9.0208504E7	3991871.0	5.05700736E8	4.77312256E8	2.13717791E14	8.6784032E7
2.02280288E8	3.60834E7	8782116.0	2.02280288E8	1.9092488E8	2.13717539E14	3.4713612E7
8.0912112E7	7.938348E7	1.9320656E7	8.0912112E7	7.6369952E7	2.13717422E14	7.6369952E7
1.78006656E8	3.1753392E7	4.2505444E7	1.78006656E8	1.68013888E8	4.70178358E14	3.054798E7
7.1202656E7	1.2701356E7	9.3511984E7	7.1202656E7	6.7205552E7	4.70178257E14	1.2219191E7
1.56645856E8	2.7942984E7	3.7404792E7	1.56645856E8	1.47852224E8	1.03439221E15	2.688222E7
