2.3000002	2.3000002	2.3000002	2.3000002	2.3	2.3
5.1600003	5.1600003	5.1600003	5.1600003	5.1600003	5.1600003
2.064	2.064	2.064	2.064	2.064	2.256
4.6407995	4.6407995	4.6407995	4.6407995	4.5808	5.0632
10.309759	10.309759	10.309759	10.309759	10.11776	11.23904
22.781471	22.781471	22.781471	22.781471	22.299074	24.825891
50.21924	50.21924	50.21924	50.21924	49.097965	54.71696
20.087694	20.087694	20.087694	20.087694	19.639183	27.50578
44.29293	44.29293	44.29293	44.29293	43.222202	60.61271
97.54445	97.54445	97.54445	97.54445	95.10486	133.44797
214.69778	214.69778	214.69778	214.69778	209.24667	293.68555
472.43515	472.43515	472.43515	472.43515	460.35873	646.20825
1039.4573	1039.4573	1039.4573	1039.4573	1012.8052	1421.758
2286.906	2286.906	2286.906	2286.906	2228.1875	3127.9678
5031.2935	5031.2935	5031.2935	5031.2935	4902.0283	6881.629
11068.945	11068.945	11068.945	11068.945	10784.479	15139.686
24351.781	24351.781	24351.781	24351.781	23725.87	33307.406
53574.02	53574.02	53574.02	53574.02	52196.93	73276.4
21429.607	21429.607	21429.607	21429.607	20878.771	44367.32
47145.234	47145.234	47145.234	47145.234	45933.305	97608.2
103719.625	103719.625	103719.625	103719.625	101053.28	214738.16
41487.848	41487.848	41487.848	41487.848	40421.305	158770.19
91273.37	91273.37	91273.37	91273.37	88926.88	349294.53
200801.52	200801.52	200801.52	200801.52	195639.16	768448.1
80320.6	80320.6	80320.6	80320.6	78255.66	660094.1
176705.44	176705.44	176705.44	176705.44	172162.45	1452207.0
388752.06	388752.06	388752.06	388752.06	378757.4	3194856.0
855254.6	855254.6	855254.6	855254.6	833266.3	7028683.0
1881560.2	1881560.2	1881560.2	1881560.2	1833185.9	1.5463103E7
4139432.8	4139432.8	4139432.8	4139432.8	4033009.0	3.4018824E7
9106752.0	9106752.0	9106752.0	9106752.0	8872620.0	7.4841416E7
2.0034856E7	2.0034856E7	2.0034856E7	2.0034856E7	1.9519764E7	1.6465112E8
4.4076684E7	4.4076684E7	4.4076684E7	4.4076684E7	4.294348E7	3.6223248E8
9.6968704E7	9.6968704E7	9.6968704E7	9.6968704E7	9.4475664E7	7.9691149E8
2.13331152E8	2.13331152E8	2.13331152E8	2.13331152E8	2.07846464E8	1.75320538E9
4.69328544E8	4.69328544E8	4.69328544E8	4.69328544E8	4.57262208E8	3.8570519E9
1.03252288E9	1.03252288E9	1.03252288E9	1.03252288E9	1.0059769E9	8.4855142E9
2.27155046E9	2.27155046E9	2.27155046E9	2.27155046E9	2.21314918E9	1.86681324E10
9.0862016E8	9.0862016E8	9.0862016E8	9.0862016E8	8.8525965E8	1.7442388E10
3.63448064E8	3.63448064E8	3.63448064E8	3.63448064E8	3.5410384E8	1.69520896E10
1.45379216E8	1.45379216E8	1.45379216E8	1.45379216E8	1.4164152E8	1.67559711E10
5.815168E7	5.815168E7	5.815168E7	5.815168E7	5.6656604E7	1.66775235E10
2.3260672E7	2.3260672E7	2.3260672E7	2.3260672E7	2.266264E7	1.6646144E10
5.117348E7	5.117348E7	5.117348E7	5.117348E7	4.9857812E7	3.6621517E10
1.12581664E8	1.12581664E8	1.12581664E8	1.12581664E8	1.096872E8	8.0567345E10
4.5032664E7	4.5032664E7	4.5032664E7	4.5032664E7	4.3874876E7	8.0506593E10
9.9071864E7	9.9071864E7	9.9071864E7	9.9071864E7	9.652472E7	1.77114497E11
2.17958112E8	2.17958112E8	2.17958112E8	2.17958112E8	2.123544E8	3.89651923E11
4.7950784E8	4.7950784E8	4.7950784E8	4.7950784E8	4.67179648E8	8.5723421E11
1.91803136E8	1.91803136E8	1.91803136E8	1.91803136E8	1.8687184E8	8.5697547E11
4.21966912E8	4.21966912E8	4.21966912E8	4.21966912E8	4.11118112E8	1.88534607E12
9.2832723E8	9.2832723E8	9.2832723E8	9.2832723E8	9.0445984E8	4.14776138E12
3.7133088E8	3.7133088E8	3.7133088E8	3.7133088E8	3.61783936E8	4.14726042E12
8.16928E8	8.16928E8	8.16928E8	8.16928E8	7.9592467E8	9.1239743E12
1.7972416E9	1.7972416E9	1.7972416E9	1.7972416E9	1.75103424E9	2.00727436E13
3.95393152E9	3.95393152E9	3.95393152E9	3.95393152E9	3.85227546E9	4.4160036E13
8.6986496E9	8.6986496E9	8.6986496E9	8.6986496E9	8.475006E9	9.7152085E13
1.91370281E10	1.91370281E10	1.91370281E10	1.91370281E10	1.86450166E10	2.13734568E14
4.2101465E10	4.2101465E10	4.2101465E10	4.2101465E10	4.1019032E10	4.70216039E14
1.68405852E10	1.68405852E10	1.68405852E10	1.68405852E10	1.64076114E10	4.70193323E14
3.7049287E10	3.7049287E10	3.7049287E10	3.7049287E10	3.609675E10	1.03442542E15
1.4819713E10	1.4819713E10	1.4819713E10	1.4819713E10	1.4438699E10	1.03440543E15
3.26033695E10	3.26033695E10	3.26033695E10	3.26033695E10	3.17651374E10	2.27569191E15
1.30413466E10	1.30413466E10	1.30413466E10	1.30413466E10	1.27060531E10	2.27567446E15
5.2165381E9	5.2165381E9	5.2165381E9	5.2165381E9	5.0824212E9	2.27566722E15
